"Title","ID","Created Date","Updated Date","Owner","bookingId","bookingNumber","publishStatus","bookingStatus","customerName","phone","email","bookedCategoryCode","bookedCategoryId","bookedCategoryLabel","assignedVehicleId","assignedVehiclePlate","assignedVehicleModel","assignedVehicleLabel","assignedCategoryCode","pickupDateTime","dropoffDateTime","pickupPoint","dropoffPoint","originCity","flightNumber","pickupComment","dropoffComment","driverAgeBand","selectedPackage","basePricePerDay","billableDays","durationHours","totalPrice","rentalState","mainDriverJson","additionalDriversJson","chargesJson","billingJson","internalMemo","checkoutAt","checkoutOdometer","checkoutFuelLevel","checkoutNotes","checkinAt","checkinOdometer","checkinFuelLevel","checkinNotes","damagesNotes","photosJson","legacyCreatedAt","legacyUpdatedAt","legacyOwner","needsReview"
,"378b3342-1da0-4028-9322-81b12575e5fa",2026-05-14T14:57:59Z,2026-05-14T14:57:59Z,"ee6f533c-5006-4b8c-abb8-a82ea80908bf",,"RNT-2026-0007",,,"aa ss","1111","ckatz1995@gmail.com",,,,,,,,,2026-05-18T15:30:00Z,2026-05-25T15:30:00Z,,,"asdasdsa","1231231","Flight: 1231231",,,"scdw",15,7,168,198,,,,,,"1231231asdasd",,,,,,,,,,,,,,
,"415943b8-f760-443a-8eae-2d3879ab4ea1",2026-05-25T14:48:37Z,2026-05-25T14:48:37Z,"4139a8c1-c961-498e-9512-465437a7bf6c",,"RNT-2026-0035",,,"Nikos Manikakis","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-05-25T15:00:00Z,2026-05-26T15:00:00Z,,,,,,,,"cdw",15,1,24,15,,,,,,,,,,,,,,,,,,,,
,"50969aab-fc59-4c56-ba37-5cdd6ed500c4",2026-05-24T10:48:23Z,2026-05-24T10:48:23Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0020",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"333",,,,,,,,,,,,,,
,"52787a3c-298d-4df3-82b0-117eb4d6d524",2026-05-26T16:54:05Z,2026-05-26T16:55:22Z,"b65b0bee-7708-4373-a451-8de3234b11fd",,"RNT-2026-0039",,,"Νικόλαος Μανικάκης","699999999","ckatz_8@gmail.com",,,,,,,,,2026-05-26T17:30:00Z,2026-05-27T17:30:00Z,,,"1111","Α1234","Flight: Α1234",,,"cdw",15,1,24,15,,,,,,"Aaaaaazz",,,,,,,,,,,,,,
,"5bb0fdd6-9027-4c60-a10e-08bcce9f5252",2026-05-24T11:18:17Z,2026-05-24T11:33:08Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0032",,,"ENAS DIO",690000000,"ckatz1995@gmail.com",,,,,,,,,2026-05-24T12:00:00Z,2026-05-25T12:00:00Z,,,"ΑΘΗΝΑ","a3136","Flight: a3136",,,"full",15,1,24,81,,,,,,"zzz",,,,,,,,,,,,,,
,"5ce67bbb-32dc-4ad3-9e24-07e0dfede048",2026-05-24T10:32:44Z,2026-05-24T10:32:44Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0014",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"33333",,,,,,,,,,,,,,
,"5db76389-d399-4179-a7e3-20e334df7759",2026-05-24T09:56:21Z,2026-05-24T09:56:21Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0012",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T10:30:00Z,2026-05-25T10:30:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"scdw",20,1,24,30,,,,,,"zzzz",,,,,,,,,,,,,,
,"722d7055-2a0b-4370-8d34-ca91cc04a264",2026-05-24T08:24:31Z,2026-05-24T08:24:31Z,"5452d538-bc0c-44f8-a281-0acb3452d262",,"RNT-2026-0010",,,"Nikos Manikakis","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-05-24T09:00:00Z,2026-05-25T09:00:00Z,,,"Poli afiksis","Ar ptisis","Flight: Ar ptisis",,,"scdw",15,1,24,24,,,,,,"Sxoliaa",,,,,,,,,,,,,,
,"794a4642-c6b3-4aaa-995b-33657fbf8df4",2026-05-24T08:18:48Z,2026-05-24T08:18:48Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0009",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T09:00:00Z,2026-05-25T09:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"scdw",15,1,24,24,,,,,,"sxolio",,,,,,,,,,,,,,
,"7ead7266-3f7e-4ccb-b5a4-a41e1a20a550",2026-04-08T09:36:18Z,2026-04-08T09:36:18Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0005",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-04-08T10:00:00Z,2026-04-09T10:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"cdw",20,1,24,50,,,,,,"asd",,,,,,,,,,,,,,
,"7fdcbdb4-e464-4fbb-85f1-257b7f140f55",2026-04-02T13:27:28Z,2026-04-02T13:27:28Z,"4139a8c1-c961-498e-9512-465437a7bf6c",,"RNT-2026-0002",,,"Nikolaos Manikakis","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-04-02T14:00:00Z,2026-04-09T19:30:00Z,,,"ααα","α123","Flight: α123",,,"scdw",20,8,173.5,320,,,,,,"σχσχ",,,,,,,,,,,,,,
,"804450e8-4c8f-4f5c-8da6-0a6abdd98e44",2026-05-24T10:39:35Z,2026-05-24T10:39:35Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0017",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"333",,,,,,,,,,,,,,
,"81abaf5a-f553-4e7f-840f-2a7be4e26d99",2026-05-26T16:48:20Z,2026-05-26T16:52:53Z,"b65b0bee-7708-4373-a451-8de3234b11fd",,"RNT-2026-0038",,,"Nikos Manikakis","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-05-26T17:30:00Z,2026-05-27T17:30:00Z,,,"KAPOU","Α1234","Flight: Α1234",,,"cdw",15,1,24,15,,,,,,"Aaaaaaa",,,,,,,,,,,,,,
,"847e232c-6f1e-4597-8077-db621e3633a3",2026-05-24T08:43:27Z,2026-05-24T08:43:27Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0011",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T09:00:00Z,2026-05-25T09:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"scdw",15,1,24,24,,,,,,"sss",,,,,,,,,,,,,,
,"86408017-54e5-4e80-8de9-85fc2354712c",2026-05-24T10:50:46Z,2026-05-24T10:50:46Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0021",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"333",,,,,,,,,,,,,,
,"8d5940c3-f6d8-40ed-b566-36bb53265838",2026-05-24T08:17:44Z,2026-05-24T08:17:44Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0008",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T09:00:00Z,2026-05-25T09:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"scdw",15,1,24,24,,,,,,"sxolio",,,,,,,,,,,,,,
,"8fc9c03a-d39c-4941-8713-83d517c42862",2026-05-24T10:48:00Z,2026-05-24T10:48:00Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0019",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"333",,,,,,,,,,,,,,
,"97cbe5f6-b046-4e84-809d-13980cc9760a",2026-05-24T10:35:48Z,2026-05-24T10:35:48Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0016",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"333",,,,,,,,,,,,,,
,"990697ea-2a80-46df-92eb-f769bf7d2dc0",2026-05-26T14:34:00Z,2026-05-26T14:34:00Z,"b65b0bee-7708-4373-a451-8de3234b11fd",,"RNT-2026-0037",,,"Νικόλαος Μανικάκης","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-05-26T15:00:00Z,2026-05-27T15:00:00Z,,,"Azaa","Aaaa","Flight: Aaaa",,,"cdw",50,1,24,50,,,,,,"Reeeee",,,,,,,,,,,,,,
,"9f6eae61-99a6-4006-816c-8780ec34aca6",2026-05-24T10:54:02Z,2026-05-24T10:54:02Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0024",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,,,,,,,,,,,,,,,
,"a3d3103e-29a0-4484-ad4e-675fa4b6bee3",2026-05-24T11:04:57Z,2026-05-24T11:04:57Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0028",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T20:00:00Z,2026-05-25T11:00:00Z,,,"ΑΘΗΝΑ","a3136","Flight: a3136",,,"full",15,1,15,105,,,,,,"sxolio sxolio",,,,,,,,,,,,,,
,"a817e818-c3de-4b08-af7a-28e462bb8e66",2026-04-02T13:28:33Z,2026-04-02T13:28:33Z,"4139a8c1-c961-498e-9512-465437a7bf6c",,"RNT-2026-0003",,,"Nikolaos Manikakis","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-04-02T14:00:00Z,2026-04-09T19:30:00Z,,,"ασασα","ζ111","Flight: ζ111",,,"scdw",50,8,173.5,552,,,,,,"ττταασσσττ",,,,,,,,,,,,,,
,"b1f2c5ab-8cc0-4f77-9334-3fde95145a0b",2026-05-24T10:34:30Z,2026-05-24T10:34:30Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0015",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"333",,,,,,,,,,,,,,
,"b2e9c200-a54f-4c89-9134-b8a9793108ce",2026-05-24T10:57:57Z,2026-05-24T10:57:57Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0026",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,"3333",,,,,,,,,,,,,,
,"b8338de8-581f-49c9-bb65-d71da41b5b50",2026-05-24T12:10:39Z,2026-05-24T12:10:39Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0033",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T13:00:00Z,2026-05-25T13:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"scdw",15,1,24,50,,,,,,"zzzz",,,,,,,,,,,,,,
,"c036544e-cb24-43d4-b44d-a4a7c01fa270",2026-05-24T10:51:09Z,2026-05-24T10:51:09Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0022",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,,,,,,,,,,,,,,,
,"da277e8f-2429-47f4-830f-ac1790ceb145",2026-05-26T13:14:23Z,2026-05-26T13:14:23Z,"4139a8c1-c961-498e-9512-465437a7bf6c",,"RNT-2026-0036",,,"Nikos Manikakis","6906564025","ckatz1995@gmail.com",,,,,,,,,2026-05-26T14:00:00Z,2026-05-27T14:00:00Z,,,"sasa","A1111","Flight: A1111",,,"scdw",15,1,24,25,,,,,,"asasa",,,,,,,,,,,,,,
,"e5d4e4cd-80d1-4e6f-adfb-96466a5dc123",2026-05-24T11:08:31Z,2026-05-24T11:08:31Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0029",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T20:00:00Z,2026-05-25T11:00:00Z,,,,,,,,"full",15,1,15,95,,,,,,"sxolio sxolio",,,,,,,,,,,,,,
,"eded8ed4-d025-424c-97ce-7186946b1cad",2026-05-24T10:53:13Z,2026-05-24T10:53:13Z,"48ba7aa5-ed2b-43d2-bdd7-6596e6ec75a8",,"RNT-2026-0023",,,"ENAS DIO","690000000","ckatz1995@gmail.com",,,,,,,,,2026-05-24T11:00:00Z,2026-05-25T11:00:00Z,,,"ΠΟΛΗ ΑΦ.","ΑΡ.ΠΤΗΣΗΣ","Flight: ΑΡ.ΠΤΗΣΗΣ",,,"full",15,1,24,31,,,,,,,,,,,,,,,,,,,,
